LOCAL_RESD_CODE,GU_NM,ADM_NM,latitude,longitude,status,basis,coordinate_base_date
11350580,노원구,월계3동,37.62445849820948,127.06482860037718,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11350595,노원구,공릉1동,37.62421359048598,127.07255402951252,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11350600,노원구,공릉2동,37.63162280304811,127.09432249506925,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11350611,노원구,하계1동,37.63851388338586,127.07506781460467,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11350612,노원구,하계2동,37.635046598206856,127.06496545757862,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11350619,노원구,중계본동,37.64862956029472,127.08602025048936,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11350621,노원구,중계1동,37.650149144390674,127.07370053434063,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11350624,노원구,중계4동,37.6593638153405,127.08251576123078,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11350625,노원구,중계2·3동,37.64343990486525,127.06589381844819,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11350630,노원구,상계1동,37.683386740050516,127.06511600533342,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11350640,노원구,상계2동,37.656651730099334,127.06709978404773,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11350665,노원구,상계3·4동,37.67578068936106,127.08421924436513,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11350670,노원구,상계5동,37.6660097432899,127.06999859656644,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11350695,노원구,상계6·7동,37.648661921505315,127.0601009540446,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11350700,노원구,상계8동,37.6665247886579,127.05350419948564,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11350710,노원구,상계9동,37.6676001789483,127.06218174276178,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11350720,노원구,상계10동,37.659718205237624,127.05838384002365,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11380510,은평구,녹번동,37.6053074276667,126.93457423491218,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11380520,은평구,불광1동,37.61687031191834,126.93865930639444,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11380530,은평구,불광2동,37.624278481106536,126.9286985980209,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11380551,은평구,갈현1동,37.62519440728682,126.91473674351462,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11380552,은평구,갈현2동,37.617980440247344,126.91245228296496,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11380560,은평구,구산동,37.611069069484294,126.90730850089211,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11380570,은평구,대조동,37.61225631412212,126.92315430200333,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11380580,은평구,응암1동,37.598344889409674,126.92706515302606,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11380590,은평구,응암2동,37.59209293284852,126.92289573051869,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11380600,은평구,응암3동,37.588925886449964,126.91755421999953,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11380625,은평구,역촌동,37.604571668373666,126.91462028140646,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11380631,은평구,신사1동,37.59913959401423,126.90850613115018,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11380632,은평구,신사2동,37.592855185603774,126.90619969347135,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11380640,은평구,증산동,37.58412801110361,126.90593994411573,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11380650,은평구,수색동,37.58559044588536,126.89453100974193,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11380690,은평구,진관동,37.639677486667644,126.93782386644159,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11410520,서대문구,천연동,37.571319721250255,126.95665379997612,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11410555,서대문구,북아현동,37.55929066651417,126.95501977408274,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11410565,서대문구,충현동,37.563940922724264,126.95831845101772,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11410585,서대문구,신촌동,37.56407643317198,126.94157911276272,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11410615,서대문구,연희동,37.57222914112915,126.93279368219697,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11410620,서대문구,홍제1동,37.58340464927799,126.94431942770214,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11410640,서대문구,홍제3동,37.59238566839417,126.95161457074971,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11410655,서대문구,홍제2동,37.5843862225309,126.95251351109069,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11410660,서대문구,홍은1동,37.60063502571679,126.94693500941555,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11410685,서대문구,홍은2동,37.58717111813668,126.93212975395721,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11410690,서대문구,남가좌1동,37.57181730797944,126.91627891495776,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11410700,서대문구,남가좌2동,37.57792795122207,126.92134585397136,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11410710,서대문구,북가좌1동,37.575415832385346,126.90809660799601,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11410720,서대문구,북가좌2동,37.58117695778763,126.91333901643482,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11440555,마포구,아현동,37.55185145997078,126.95270622333175,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11440565,마포구,공덕동,37.54931858311926,126.95794544371073,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11440585,마포구,도화동,37.53864443661967,126.9491082934914,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11440590,마포구,용강동,37.541528824116206,126.94221269453057,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11440600,마포구,대흥동,37.55203679439328,126.94146542485014,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11440610,마포구,염리동,37.549897943227116,126.94753736798991,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11440630,마포구,신수동,37.54565609183146,126.93479349004932,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11440655,마포구,서강동,37.54673042494956,126.92603137736549,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11440660,마포구,서교동,37.554748203604305,126.92093741014604,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11440680,마포구,합정동,37.54696313646489,126.90895726408252,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11440690,마포구,망원1동,37.55361939110702,126.89975187239374,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11440700,마포구,망원2동,37.55898789792071,126.90017656995818,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11440710,마포구,연남동,37.56301789857707,126.92153721212672,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11440720,마포구,성산1동,37.56200198093562,126.91184566491778,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11440730,마포구,성산2동,37.5683288225168,126.9019676692876,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11440740,마포구,상암동,37.57072681252416,126.8799013723198,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11470510,양천구,목1동,37.52751897696383,126.8744350483545,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11470520,양천구,목2동,37.543632286524186,126.87428709976574,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11470530,양천구,목3동,37.545167079747266,126.8655511516293,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11470540,양천구,목4동,37.53535352120895,126.86695625154138,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11470550,양천구,목5동,37.536051814231314,126.87988223605903,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11470560,양천구,신월1동,37.5312693402027,126.83448924865066,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11470570,양천구,신월2동,37.523421400025605,126.84632618908844,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11470580,양천구,신월3동,37.53244791286604,126.8274622544351,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11470590,양천구,신월4동,37.5221553792003,126.83985298743963,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11470600,양천구,신월5동,37.54090147481223,126.82943634950774,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11470610,양천구,신월6동,37.515984638597054,126.84216228969589,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11470611,양천구,신월7동,37.51905408119345,126.83060460525489,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11470620,양천구,신정1동,37.51890558922772,126.85967071647734,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11470630,양천구,신정2동,37.51940751839752,126.8747941810261,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11470640,양천구,신정3동,37.51180579533966,126.84109375659908,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11470650,양천구,신정4동,37.52541053717016,126.85761808729362,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11470670,양천구,신정6동,37.51588413419531,126.86976721055247,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11470680,양천구,신정7동,37.50987690497119,126.8654078861592,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11500510,강서구,염창동,37.55454520476246,126.87180120828401,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11500520,강서구,등촌1동,37.55585907314213,126.85960946358887,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11500530,강서구,등촌2동,37.54584428867267,126.86002715195826,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11500535,강서구,등촌3동,37.561203672656454,126.84619487822765,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11500540,강서구,화곡1동,37.53377339824753,126.84092178638488,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11500550,강서구,화곡2동,37.53226193404131,126.85438253599702,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11500560,강서구,화곡3동,37.543994229750375,126.83430510651473,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11500570,강서구,화곡4동,37.536081121077224,126.85859669629482,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11500590,강서구,화곡본동,37.54263553921597,126.8481181700332,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11500591,강서구,화곡6동,37.55172120779546,126.85123073884633,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11500593,강서구,화곡8동,37.5342670501176,126.84877254326584,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11500603,강서구,가양1동,37.571877757986776,126.8349083627667,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11500604,강서구,가양2동,37.566768570491085,126.85435657114945,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11500605,강서구,가양3동,37.56080688567012,126.86109859371331,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11500611,강서구,발산1동,37.55050734848394,126.82526262883391,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11500615,강서구,우장산동,37.550612286818144,126.84113170383483,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11500620,강서구,공항동,37.55586445485257,126.79489872496043,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11500630,강서구,방화1동,37.568606381003924,126.81757767642426,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11500640,강서구,방화2동,37.58271579446699,126.80402721536713,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11500641,강서구,방화3동,37.58211517967764,126.81759043741711,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11530510,구로구,신도림동,37.51003042890603,126.88217455329435,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11530520,구로구,구로1동,37.493140791434506,126.87539785213748,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11530530,구로구,구로2동,37.49687647734125,126.87991772675927,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11530540,구로구,구로3동,37.48487337152801,126.89491407012791,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11530550,구로구,구로4동,37.49160785791387,126.89030933815866,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11530560,구로구,구로5동,37.50199248336309,126.88855064719604,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11530595,구로구,가리봉동,37.4826938586967,126.88805981739047,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11530720,구로구,고척1동,37.50070753917363,126.86370020850326,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11530730,구로구,고척2동,37.50589528946058,126.85346855317425,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11530740,구로구,개봉1동,37.50000348527695,126.84912607232607,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11530750,구로구,개봉2동,37.49257200826471,126.85648507626141,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11530760,구로구,개봉3동,37.48653805002534,126.85221978290694,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11530770,구로구,오류1동,37.49686838486981,126.84164828125368,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11530780,구로구,오류2동,37.48530010825139,126.83845109869235,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11530790,구로구,수궁동,37.498437275879,126.82601667762225,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11530800,구로구,항동,37.48103540643092,126.82459597435523,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11545510,금천구,가산동,37.47666103357112,126.88379100951835,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11545610,금천구,독산1동,37.46430812834484,126.89249586876194,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11545620,금천구,독산2동,37.46394956234613,126.9027325061949,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11545630,금천구,독산3동,37.47578648273017,126.90460564391243,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11545640,금천구,독산4동,37.469174934990164,126.90409065919044,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11545670,금천구,시흥1동,37.45241050128898,126.90014758777994,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11545680,금천구,시흥2동,37.45090389127474,126.91982345748195,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11545690,금천구,시흥3동,37.44007788366038,126.9059994969856,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11545700,금천구,시흥4동,37.46006939114424,126.90930858609613,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11545710,금천구,시흥5동,37.44746217597069,126.91235682959584,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11560515,영등포구,영등포본동,37.51367496255471,126.9095313909987,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11560535,영등포구,영등포동,37.521592872118525,126.90759899246935,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11560540,영등포구,여의동,37.52850588617169,126.92847099392806,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11560550,영등포구,당산1동,37.523902490898955,126.89677919382825,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11560560,영등포구,당산2동,37.53410793909964,126.90237127225083,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11560585,영등포구,도림동,37.509110993681766,126.90055841844062,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11560605,영등포구,문래동,37.51653104290298,126.89105895893623,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11560610,영등포구,양평1동,37.525457145698965,126.88671763971365,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11560620,영등포구,양평2동,37.5435059970646,126.89059071666264,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11560630,영등포구,신길1동,37.51243124414786,126.91947941198471,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11560650,영등포구,신길3동,37.50623847652173,126.90577252333985,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11560660,영등포구,신길4동,37.50688054974495,126.91282913784796,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11560670,영등포구,신길5동,37.50096045272282,126.90551183636444,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11560680,영등포구,신길6동,37.49879079868906,126.91358769840639,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11560690,영등포구,신길7동,37.50594151265639,126.91956274962499,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11560700,영등포구,대림1동,37.4936786716921,126.90521632771198,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11560710,영등포구,대림2동,37.48962037499291,126.90050278538573,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11560720,영등포구,대림3동,37.50000139399184,126.89714174256736,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11590510,동작구,노량진1동,37.51223600498241,126.94895756386154,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11590520,동작구,노량진2동,37.51095606046411,126.93780925886973,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11590530,동작구,상도1동,37.498370954151085,126.95335247460342,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11590540,동작구,상도2동,37.503681172488186,126.94187035012968,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11590550,동작구,상도3동,37.49756521413237,126.93293305285712,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11590560,동작구,상도4동,37.497421395637474,126.94066953166201,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11590605,동작구,흑석동,37.505425567767396,126.96223695944242,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11590620,동작구,사당1동,37.47978707094298,126.97751814443798,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11590630,동작구,사당2동,37.4971961851188,126.97483041066664,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11590640,동작구,사당3동,37.4887533877174,126.97097640544433,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11590650,동작구,사당4동,37.480539120210786,126.97075901411424,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
